Wavelength,Trace A,Trace B
1628.33,2.08E-06,1.09E-06
1628.43,2.06E-06,1.07E-06
1628.53,2.04E-06,1.07E-06
1628.63,2.02E-06,1.05E-06
1628.73,2.00E-06,1.04E-06
1628.83,1.98E-06,1.04E-06
1628.93,1.95E-06,1.02E-06
1629.03,1.93E-06,1.01E-06
1629.13,1.93E-06,9.99E-07
1629.23,1.90E-06,9.91E-07
1629.33,1.88E-06,9.83E-07
1629.43,1.87E-06,9.71E-07
1629.53,1.86E-06,9.64E-07
1629.63,1.84E-06,9.53E-07
1629.73,1.82E-06,9.42E-07
1629.83,1.80E-06,9.38E-07
1629.93,1.79E-06,9.29E-07
1630.03,1.77E-06,9.16E-07
1630.13,1.75E-06,9.10E-07
1630.23,1.74E-06,9.01E-07
1630.33,1.72E-06,8.95E-07
1630.43,1.70E-06,8.83E-07
1630.53,1.69E-06,8.80E-07
1630.63,1.67E-06,8.66E-07
1630.73,1.66E-06,8.59E-07
1630.83,1.64E-06,8.47E-07
1630.93,1.63E-06,8.42E-07
1631.03,1.61E-06,8.33E-07
1631.13,1.60E-06,8.26E-07
1631.23,1.59E-06,8.18E-07
1631.33,1.57E-06,8.11E-07
1631.43,1.56E-06,8.01E-07
1631.53,1.55E-06,7.96E-07
1631.63,1.53E-06,7.87E-07
1631.73,1.51E-06,7.81E-07
1631.83,1.50E-06,7.71E-07
1631.93,1.50E-06,7.66E-07
1632.03,1.47E-06,7.61E-07
1632.13,1.46E-06,7.49E-07
1632.23,1.44E-06,7.44E-07
1632.33,1.43E-06,7.36E-07
1632.43,1.43E-06,7.28E-07
1632.53,1.41E-06,7.22E-07
1632.63,1.40E-06,7.15E-07
1632.73,1.38E-06,7.08E-07
1632.83,1.37E-06,7.01E-07
1632.93,1.36E-06,6.95E-07
1633.03,1.35E-06,6.93E-07
1633.13,1.33E-06,6.84E-07
1633.23,1.32E-06,6.76E-07
1633.33,1.32E-06,6.70E-07
1633.43,1.30E-06,6.68E-07
1633.53,1.29E-06,6.64E-07
1633.63,1.28E-06,6.52E-07
1633.73,1.26E-06,6.45E-07
1633.83,1.25E-06,6.43E-07
1633.93,1.25E-06,6.41E-07
1634.03,1.23E-06,6.29E-07
1634.13,1.22E-06,6.28E-07
1634.23,1.21E-06,6.19E-07
1634.33,1.20E-06,6.13E-07
1634.43,1.19E-06,6.10E-07
1634.53,1.18E-06,6.06E-07
1634.63,1.17E-06,5.99E-07
1634.73,1.16E-06,5.98E-07
1634.83,1.15E-06,5.90E-07
1634.93,1.14E-06,5.81E-07
1635.03,1.13E-06,5.77E-07
1635.13,1.12E-06,5.70E-07
1635.23,1.11E-06,5.68E-07
1635.33,1.10E-06,5.57E-07
1635.43,1.09E-06,5.59E-07
1635.53,1.08E-06,5.47E-07
1635.63,1.08E-06,5.41E-07
1635.73,1.06E-06,5.36E-07
1635.83,1.05E-06,5.37E-07
1635.93,1.04E-06,5.28E-07
1636.03,1.03E-06,5.23E-07
1636.13,1.03E-06,5.20E-07
1636.23,1.01E-06,5.15E-07
1636.33,1.00E-06,5.10E-07
1636.43,9.97E-07,5.02E-07
1636.53,9.89E-07,4.99E-07
1636.63,9.78E-07,4.95E-07
1636.73,9.67E-07,4.92E-07
1636.83,9.60E-07,4.83E-07
1636.93,9.53E-07,4.85E-07
1637.03,9.42E-07,4.77E-07
1637.13,9.35E-07,4.76E-07
1637.23,9.26E-07,4.69E-07
1637.33,9.19E-07,4.67E-07
1637.43,9.14E-07,4.63E-07
1637.53,9.05E-07,4.51E-07
1637.63,8.97E-07,4.50E-07
1637.73,8.88E-07,4.51E-07
1637.83,8.82E-07,4.47E-07
1637.93,8.74E-07,4.42E-07
1638.03,8.62E-07,4.41E-07
1638.13,8.59E-07,4.36E-07
1638.23,8.51E-07,4.28E-07
1638.33,8.42E-07,4.24E-07
1638.43,8.37E-07,4.22E-07
1638.53,8.26E-07,4.14E-07
1638.63,8.20E-07,4.15E-07
1638.73,8.16E-07,4.09E-07
1638.83,8.02E-07,4.04E-07
1638.93,7.99E-07,4.01E-07
1639.03,7.91E-07,4.02E-07
1639.13,7.84E-07,3.97E-07
1639.23,7.78E-07,3.91E-07
1639.33,7.73E-07,3.84E-07
1639.43,7.64E-07,3.84E-07
1639.53,7.62E-07,3.78E-07
1639.63,7.54E-07,3.78E-07
1639.73,7.43E-07,3.72E-07
1639.83,7.38E-07,3.66E-07
1639.93,7.30E-07,3.69E-07
1640.03,7.25E-07,3.64E-07
1640.13,7.22E-07,3.60E-07
1640.23,7.11E-07,3.58E-07
1640.33,7.10E-07,3.53E-07
1640.43,7.03E-07,3.54E-07
1640.53,6.98E-07,3.48E-07
1640.63,6.90E-07,3.46E-07
1640.73,6.88E-07,3.39E-07
1640.83,6.82E-07,3.44E-07
1640.93,6.77E-07,3.41E-07
1641.03,6.68E-07,3.35E-07
1641.13,6.64E-07,3.30E-07
1641.23,6.59E-07,3.30E-07
1641.33,6.57E-07,3.31E-07
1641.43,6.49E-07,3.25E-07
1641.53,6.46E-07,3.24E-07
1641.63,6.39E-07,3.17E-07
1641.73,6.36E-07,3.18E-07
1641.83,6.31E-07,3.11E-07
1641.93,6.20E-07,3.14E-07
1642.03,6.18E-07,3.05E-07
1642.13,6.12E-07,3.05E-07
1642.23,6.10E-07,3.02E-07
1642.33,6.05E-07,3.04E-07
1642.43,6.01E-07,2.96E-07
1642.53,5.93E-07,2.98E-07
1642.63,5.91E-07,2.94E-07
1642.73,5.87E-07,2.93E-07
1642.83,5.84E-07,2.86E-07
1642.93,5.76E-07,2.86E-07
1643.03,5.76E-07,2.86E-07
1643.13,5.67E-07,2.85E-07
1643.23,5.63E-07,2.80E-07
1643.33,5.58E-07,2.81E-07
1643.43,5.56E-07,2.75E-07
1643.53,5.52E-07,2.71E-07
1643.63,5.42E-07,2.75E-07
1643.73,5.42E-07,2.68E-07
1643.83,5.38E-07,2.66E-07
1643.93,5.38E-07,2.64E-07
1644.03,5.30E-07,2.68E-07
1644.13,5.25E-07,2.61E-07
1644.23,5.22E-07,2.56E-07
1644.33,5.17E-07,2.61E-07
1644.43,5.14E-07,2.54E-07
1644.53,5.08E-07,2.54E-07
1644.63,5.08E-07,2.51E-07
1644.73,4.99E-07,2.49E-07
1644.83,4.98E-07,2.50E-07
1644.93,4.94E-07,2.46E-07
1645.03,4.93E-07,2.46E-07
1645.13,4.86E-07,2.42E-07
1645.23,4.81E-07,2.45E-07
1645.33,4.83E-07,2.41E-07
1645.43,4.76E-07,2.38E-07
1645.53,4.76E-07,2.37E-07
1645.63,4.68E-07,2.36E-07
1645.73,4.60E-07,2.34E-07
1645.83,4.59E-07,2.30E-07
1645.93,4.57E-07,2.31E-07
1646.03,4.57E-07,2.27E-07
1646.13,4.51E-07,2.25E-07
1646.23,4.47E-07,2.26E-07
1646.33,4.42E-07,2.23E-07
1646.43,4.37E-07,2.19E-07
1646.53,4.38E-07,2.20E-07
1646.63,4.35E-07,2.21E-07
1646.73,4.29E-07,2.18E-07
1646.83,4.25E-07,2.09E-07
1646.93,4.17E-07,2.13E-07
1647.03,4.23E-07,2.14E-07
1647.13,4.13E-07,2.08E-07
1647.23,4.10E-07,2.03E-07
1647.33,4.08E-07,2.08E-07
1647.43,4.05E-07,2.04E-07
1647.53,3.97E-07,2.03E-07
1647.63,4.00E-07,1.96E-07
1647.73,3.99E-07,2.00E-07
1647.83,3.93E-07,1.98E-07
1647.93,3.89E-07,1.99E-07
1648.03,3.87E-07,1.94E-07
1648.13,3.87E-07,1.91E-07
1648.23,3.80E-07,1.94E-07
1648.33,3.81E-07,1.89E-07
1648.43,3.74E-07,1.88E-07
1648.53,3.68E-07,1.86E-07
1648.63,3.69E-07,1.88E-07
1648.73,3.66E-07,1.83E-07
1648.83,3.63E-07,1.80E-07
1648.93,3.62E-07,1.81E-07
1649.03,3.57E-07,1.78E-07
1649.13,3.61E-07,1.80E-07
1649.23,3.53E-07,1.71E-07
1649.33,3.51E-07,1.74E-07
1649.43,3.49E-07,1.71E-07
1649.53,3.45E-07,1.69E-07
1649.63,3.43E-07,1.72E-07
1649.73,3.38E-07,1.62E-07
1649.83,3.38E-07,1.66E-07
1649.93,3.37E-07,1.64E-07
1650.03,3.33E-07,1.66E-07
1650.13,3.26E-07,1.64E-07
1650.23,3.28E-07,1.61E-07
1650.33,3.27E-07,1.58E-07
1650.43,3.23E-07,1.60E-07
1650.53,3.20E-07,1.59E-07
1650.63,3.17E-07,1.55E-07
1650.73,3.18E-07,1.59E-07
1650.83,3.08E-07,1.53E-07
1650.93,3.08E-07,1.53E-07
1651.03,3.04E-07,1.49E-07
1651.13,3.07E-07,1.48E-07
1651.23,3.05E-07,1.49E-07
1651.33,2.99E-07,1.46E-07
1651.43,2.99E-07,1.45E-07
1651.53,2.93E-07,1.45E-07
1651.63,2.93E-07,1.44E-07
1651.73,2.95E-07,1.40E-07
1651.83,2.87E-07,1.40E-07
1651.93,2.87E-07,1.40E-07
1652.03,2.81E-07,1.39E-07
1652.13,2.80E-07,1.38E-07
1652.23,2.81E-07,1.34E-07
1652.33,2.79E-07,1.34E-07
1652.43,2.76E-07,1.32E-07
1652.53,2.71E-07,1.32E-07
1652.63,2.73E-07,1.32E-07
1652.73,2.73E-07,1.33E-07
1652.83,2.67E-07,1.30E-07
1652.93,2.67E-07,1.30E-07
1653.03,2.67E-07,1.28E-07
1653.13,2.63E-07,1.24E-07
1653.23,2.61E-07,1.26E-07
1653.33,2.62E-07,1.26E-07
1653.43,2.58E-07,1.26E-07
1653.53,2.57E-07,1.23E-07
1653.63,2.52E-07,1.19E-07
1653.73,2.48E-07,1.20E-07
1653.83,2.54E-07,1.19E-07
1653.93,2.47E-07,1.20E-07
1654.03,2.44E-07,1.18E-07
1654.13,2.46E-07,1.17E-07
1654.23,2.40E-07,1.17E-07
1654.33,2.40E-07,1.14E-07
1654.43,2.40E-07,1.14E-07
1654.53,2.38E-07,1.14E-07
1654.63,2.36E-07,1.12E-07
1654.73,2.32E-07,1.14E-07
1654.83,2.29E-07,1.09E-07
1654.93,2.29E-07,1.12E-07
1655.03,2.27E-07,1.08E-07
1655.13,2.27E-07,1.08E-07
1655.23,2.23E-07,1.08E-07
1655.33,2.22E-07,1.05E-07
1655.43,2.19E-07,1.05E-07
1655.53,2.16E-07,1.05E-07
1655.63,2.17E-07,1.02E-07
1655.73,2.14E-07,1.01E-07
1655.83,2.11E-07,1.03E-07
1655.93,2.13E-07,1.01E-07
1656.03,2.14E-07,1.01E-07
1656.13,2.09E-07,1.01E-07
1656.23,2.09E-07,9.70E-08
1656.33,2.08E-07,9.72E-08
1656.43,2.04E-07,9.77E-08
1656.53,2.02E-07,9.67E-08
1656.63,2.06E-07,9.53E-08
1656.73,1.97E-07,9.63E-08
1656.83,2.04E-07,9.13E-08
1656.93,2.01E-07,9.41E-08
1657.03,1.93E-07,9.65E-08
1657.13,1.96E-07,9.34E-08
1657.23,1.96E-07,9.17E-08
1657.33,1.91E-07,9.23E-08
1657.43,1.91E-07,9.14E-08
1657.53,1.91E-07,9.16E-08
1657.63,1.87E-07,8.96E-08
1657.73,1.90E-07,8.67E-08
1657.83,1.89E-07,8.86E-08
1657.93,1.80E-07,8.78E-08
1658.03,1.87E-07,8.75E-08
1658.13,1.80E-07,8.89E-08
1658.23,1.80E-07,8.52E-08
1658.33,1.76E-07,8.71E-08
1658.43,1.78E-07,8.37E-08
1658.53,1.76E-07,8.24E-08
1658.63,1.74E-07,8.25E-08
1658.73,1.74E-07,7.94E-08
1658.83,1.70E-07,8.26E-08
1658.93,1.70E-07,8.27E-08
1659.03,1.70E-07,7.93E-08
1659.13,1.68E-07,7.95E-08
1659.23,1.68E-07,8.19E-08
1659.33,1.63E-07,7.72E-08
1659.43,1.63E-07,7.74E-08
1659.53,1.64E-07,7.55E-08
1659.63,1.62E-07,7.78E-08
1659.73,1.61E-07,7.34E-08
1659.83,1.62E-07,7.46E-08
1659.93,1.60E-07,7.53E-08
1660.03,1.56E-07,7.41E-08
1660.13,1.57E-07,7.10E-08
1660.23,1.55E-07,7.52E-08
1660.33,1.53E-07,7.18E-08
1660.43,1.54E-07,7.00E-08
1660.53,1.48E-07,7.06E-08
1660.63,1.51E-07,7.28E-08
1660.73,1.48E-07,7.06E-08
1660.83,1.48E-07,7.05E-08
1660.93,1.45E-07,7.24E-08
1661.03,1.45E-07,6.73E-08
1661.13,1.47E-07,6.96E-08
1661.23,1.45E-07,6.86E-08
1661.33,1.43E-07,6.76E-08
1661.43,1.42E-07,6.68E-08
1661.53,1.41E-07,6.84E-08
1661.63,1.42E-07,6.54E-08
1661.73,1.38E-07,6.36E-08
1661.83,1.35E-07,6.32E-08
1661.93,1.34E-07,6.34E-08
1662.03,1.37E-07,6.64E-08
1662.13,1.34E-07,6.27E-08
1662.23,1.32E-07,6.61E-08
1662.33,1.30E-07,6.22E-08
1662.43,1.31E-07,6.10E-08
1662.53,1.28E-07,6.17E-08
1662.63,1.31E-07,6.35E-08
1662.73,1.29E-07,6.02E-08
1662.83,1.28E-07,5.85E-08
1662.93,1.28E-07,6.14E-08
1663.03,1.24E-07,5.96E-08
1663.13,1.24E-07,5.95E-08
1663.23,1.25E-07,6.02E-08
1663.33,1.25E-07,5.76E-08
1663.43,1.25E-07,5.88E-08
1663.53,1.23E-07,5.90E-08
1663.63,1.18E-07,5.82E-08
1663.73,1.20E-07,5.73E-08
1663.83,1.18E-07,5.79E-08
1663.93,1.17E-07,5.55E-08
1664.03,1.16E-07,5.37E-08
1664.13,1.17E-07,5.61E-08
1664.23,1.14E-07,5.49E-08
1664.33,1.12E-07,5.15E-08
1664.43,1.10E-07,5.52E-08
1664.53,1.13E-07,5.43E-08
1664.63,1.12E-07,5.15E-08
1664.73,1.08E-07,5.19E-08
1664.83,1.10E-07,4.96E-08
1664.93,1.07E-07,5.07E-08
1665.03,1.06E-07,5.51E-08
1665.13,1.08E-07,5.15E-08
1665.23,1.04E-07,4.85E-08
1665.33,1.08E-07,5.12E-08
1665.43,1.03E-07,4.78E-08
1665.53,1.02E-07,4.93E-08
1665.63,1.03E-07,4.68E-08
1665.73,1.01E-07,4.61E-08
1665.83,1.04E-07,5.09E-08
1665.93,1.03E-07,4.93E-08
1666.03,9.96E-08,4.88E-08
1666.13,9.99E-08,4.42E-08
1666.23,9.77E-08,4.69E-08
1666.33,9.98E-08,4.40E-08
1666.43,9.71E-08,4.54E-08
1666.53,9.71E-08,4.53E-08
1666.63,9.50E-08,4.77E-08
1666.73,9.43E-08,4.78E-08
1666.83,9.29E-08,4.48E-08
1666.93,9.74E-08,4.44E-08
1667.03,9.05E-08,4.31E-08
1667.13,9.34E-08,4.24E-08
1667.23,9.00E-08,4.46E-08
1667.33,8.85E-08,4.08E-08
1667.43,8.81E-08,4.11E-08
1667.53,9.34E-08,4.05E-08
1667.63,8.66E-08,4.08E-08
1667.73,8.85E-08,3.86E-08
1667.83,8.53E-08,4.33E-08
1667.93,8.53E-08,4.27E-08
1668.03,8.46E-08,3.77E-08
1668.13,8.68E-08,3.91E-08
1668.23,8.46E-08,3.56E-08
1668.33,8.54E-08,3.58E-08
1668.43,8.06E-08,3.72E-08
1668.53,8.07E-08,3.79E-08
1668.63,8.16E-08,3.82E-08
1668.73,8.09E-08,3.69E-08
1668.83,7.91E-08,3.84E-08
1668.93,8.19E-08,3.61E-08
1669.03,7.69E-08,3.77E-08
1669.13,7.54E-08,4.02E-08
1669.23,7.85E-08,3.53E-08
1669.33,7.64E-08,3.50E-08
1669.43,7.56E-08,3.48E-08
1669.53,7.57E-08,3.40E-08
1669.63,7.60E-08,3.69E-08
1669.73,7.56E-08,3.35E-08
1669.83,7.20E-08,3.45E-08
1669.93,7.30E-08,3.21E-08
1670.03,7.08E-08,3.80E-08
1670.13,7.32E-08,2.98E-08
1670.23,7.18E-08,3.15E-08
1670.33,7.44E-08,3.25E-08
1670.43,7.22E-08,3.05E-08
1670.53,7.42E-08,3.28E-08
1670.63,6.82E-08,3.19E-08
1670.73,6.75E-08,3.15E-08
1670.83,6.81E-08,3.28E-08
1670.93,6.86E-08,2.81E-08
1671.03,6.89E-08,2.89E-08
1671.13,6.71E-08,2.95E-08
1671.23,6.68E-08,2.66E-08
1671.33,6.83E-08,2.90E-08
1671.43,6.79E-08,2.79E-08
1671.53,6.49E-08,2.79E-08
1671.63,6.60E-08,2.82E-08
1671.73,6.44E-08,2.88E-08
1671.83,6.73E-08,2.87E-08
1671.93,6.61E-08,2.52E-08
1672.03,6.40E-08,2.77E-08
1672.13,6.59E-08,2.36E-08
1672.23,6.48E-08,2.84E-08
1672.33,6.79E-08,2.86E-08
1672.43,5.73E-08,2.67E-08
1672.53,5.97E-08,2.38E-08
1672.63,5.97E-08,3.02E-08
1672.73,6.25E-08,2.73E-08
1672.83,5.73E-08,2.67E-08
1672.93,6.28E-08,2.61E-08
1673.03,6.08E-08,2.41E-08
1673.13,5.72E-08,2.85E-08
1673.23,5.95E-08,2.39E-08
1673.33,5.94E-08,2.28E-08
1673.43,5.70E-08,2.66E-08
1673.53,5.90E-08,2.67E-08
1673.63,5.84E-08,2.69E-08
1673.73,5.71E-08,2.38E-08
1673.83,5.64E-08,2.83E-08
1673.93,5.59E-08,2.56E-08
1674.03,5.45E-08,2.49E-08
1674.13,5.55E-08,2.74E-08
1674.23,5.50E-08,2.71E-08
1674.33,5.06E-08,2.37E-08
1674.43,5.11E-08,2.36E-08
1674.53,5.51E-08,2.07E-08
1674.63,5.56E-08,2.45E-08
1674.73,5.45E-08,2.24E-08
1674.83,5.15E-08,2.26E-08
1674.93,5.07E-08,2.35E-08
1675.03,5.37E-08,2.27E-08
1675.13,5.64E-08,2.48E-08
1675.23,4.79E-08,2.41E-08
1675.33,5.47E-08,2.29E-08
1675.43,4.92E-08,2.01E-08
1675.53,4.68E-08,2.07E-08
1675.63,4.82E-08,2.15E-08
1675.73,5.45E-08,2.24E-08
1675.83,5.16E-08,2.14E-08
1675.93,5.24E-08,2.13E-08
1676.03,5.22E-08,2.00E-08
1676.13,5.01E-08,2.06E-08
1676.23,5.16E-08,2.12E-08
1676.33,4.42E-08,1.87E-08
1676.43,4.61E-08,1.93E-08
1676.53,4.40E-08,1.96E-08
1676.63,4.95E-08,2.19E-08
1676.73,4.60E-08,1.95E-08
1676.83,4.60E-08,1.92E-08
1676.93,4.94E-08,2.09E-08
1677.03,4.58E-08,1.77E-08
1677.13,4.18E-08,1.92E-08
1677.23,4.88E-08,1.97E-08
1677.33,4.56E-08,1.66E-08
1677.43,4.56E-08,2.08E-08
1677.53,4.17E-08,1.72E-08
1677.63,4.62E-08,1.63E-08
1677.73,4.33E-08,1.82E-08
1677.83,4.40E-08,1.87E-08
1677.93,4.09E-08,1.70E-08
1678.03,4.47E-08,1.66E-08
1678.13,4.27E-08,1.73E-08
1678.23,4.36E-08,1.51E-08
1678.33,3.97E-08,1.94E-08
1678.43,3.97E-08,1.87E-08
1678.53,3.93E-08,1.75E-08
1678.63,4.07E-08,1.67E-08
1678.73,4.26E-08,1.51E-08
1678.83,4.11E-08,1.81E-08
1678.93,4.14E-08,1.52E-08
1679.03,3.72E-08,1.32E-08
1679.13,4.68E-08,1.22E-08
1679.23,3.83E-08,1.58E-08
1679.33,3.96E-08,1.41E-08
1679.43,3.43E-08,1.46E-08
1679.53,3.70E-08,1.44E-08
1679.63,3.87E-08,1.49E-08
1679.73,4.17E-08,1.78E-08
1679.83,4.05E-08,1.65E-08
1679.93,3.97E-08,1.43E-08
1680.03,3.56E-08,1.31E-08
1680.13,4.05E-08,1.30E-08
1680.23,3.46E-08,1.35E-08
1680.33,3.87E-08,1.35E-08
1680.43,4.12E-08,1.57E-08
1680.53,3.60E-08,1.31E-08
1680.63,3.68E-08,1.12E-08
1680.73,4.22E-08,1.22E-08
1680.83,3.35E-08,1.49E-08
1680.93,4.00E-08,1.21E-08
1681.03,3.68E-08,1.32E-08
1681.13,3.23E-08,1.62E-08
1681.23,3.81E-08,1.22E-08
